"1";"1380";"true";"Podniková strategie a informační management";"1097";"-1";"2003-05-07 00:00:00.0";"PEF 234/II.patro";"10,00";"46";"-1";"51840";""
"2";"1380";"true";"podstata informačního managementu.";"1374";"-1";"2003-05-07 00:00:00.0";"PEF 234/II.patro";"10,00";"46";"-1";"51840";""
"3";"1750";"true";"1.Chování systému, podněty a reakce, transformace, logické  funkce ve spojení systémů, kritická vazba
2. Charakteristika řízení";"258";"-1";"2002-12-10 00:00:00.0";"326";"8:00";"-1";"-1";"";""
"4";"1750";"true";"1. Analýza a syntéza v chování systémů
2. Organizační systémy, podnikatelské subjekty";"154";"-1";"2002-12-10 00:00:00.0";"326";"8:00";"-1";"-1";"";""
"5";"1750";"true";"13. Motivace pracovního chování, stimulace, sociální klima
19. Metody a techniky v řízení";"1331";"-1";"2003-01-21 00:00:00.0";"326";"8:00";"-1";"-1";"";""
"6";"1751";"true";"Projekt - Návrh marketingové strategie společnosti Calibra
23. Tržní prostředí podnikání - koncepce marketingového řízení
2. Podnikové cíle, vliv zájmových skupin";"1389";"-1";"2003-01-23 00:00:00.0";"326";"8:00";"-1";"-1";"";""
"7";"1751";"true";"Písemný materiál : \""Návrh systému delegování s využitím metodologie Rational Unified Process\""
13. Obecný model rozhodovacího procesu
31. Výrobek, životní cyklus, značka";"1746";"-1";"2003-02-04 00:00:00.0";"326";"8:00";"-1";"-1";"";""
"8";"1751";"true";"Písemná práce - Vliv manažera na motivační klima v organizaci
7. Organizační a řídící struktury podniku
23. Marketing, potřeby, image, věrnost";"1379";"-1";"2003-02-20 00:00:00.0";"326";"8:00";"-1";"-1";"";""
"9";"1760";"true";"1. Komunikační audit
2. Komunikační modely";"1389";"-1";"2002-11-18 00:00:00.0";"326";"13:00";"162";"106";"51206";"52041"
"10";"1760";"true";"Komunikace, pomocí prostředníků, s médii, individuální atd.
Komunikační tok v organizaci.";"1333";"-1";"2002-11-18 00:00:00.0";"326";"13:00";"162";"106";"51206";"52041"
"11";"1760";"true";"Komunikace v organizaci jako zdroj konkurenční výhody.
Gesta, pohledy.";"1332";"-1";"2002-11-18 00:00:00.0";"326";"13:00";"162";"106";"51206";"52041"
"12";"1760";"true";"1.Komunikace v organizaci, jako zdroj konkurenční výhody.
2.Pravidla úspěšné řeči těla.";"1341";"-1";"2002-11-18 00:00:00.0";"326";"13:00";"162";"106";"51206";"52041"
"13";"1745";"true";"1.Písemná práce: Vstup na nový trh a zahájení provozu na lince do vybrané cílové destinace leteckou společností.
2. Marketingové strategie
";"1233";"-1";"2003-01-10 00:00:00.0";"326";"8:00";"-1";"-1";"";""
"14";"1758";"true";"Písemná část - Návrh motivačního programu ve zvoleném podniku
1. Vztah zaměstnavatele a odborů, kolektivní vyjednávání.";"1331";"-1";"2002-11-28 00:00:00.0";"326";"9:00";"-1";"-1";"";""
"15";"1351";"true";"Obhajoba projektu";"1345";"-1";"2003-01-16 00:00:00.0";"katedra OSA";"9,00";"1";"100";"50725";"53815"
"16";"1351";"true";"Obhajoba projektu";"1384";"-1";"2003-01-16 00:00:00.0";"katedra OSA";"9,00";"1";"100";"50725";"53815"
"17";"1351";"true";"Obhajoba projektu";"1386";"-1";"2003-01-16 00:00:00.0";"katedra OSA";"9,00";"1";"100";"50725";"53815"
"18";"1351";"true";"Obhajoba projektu";"1343";"-1";"2003-01-24 00:00:00.0";"katedra OSA";"9,00";"1";"101";"50725";"51341"
"19";"1351";"true";"Obhajoba projektu";"1344";"-1";"2003-01-24 00:00:00.0";"katedra OSA";"9,00";"1";"101";"50725";"51341"
"20";"1351";"true";"Obhajoba projektu";"1350";"-1";"2003-01-24 00:00:00.0";"katedra OSA";"9,00";"1";"101";"50725";"51341"
"21";"1356";"true";"Obhajoba projektu";"1096";"-1";"2003-01-14 00:00:00.0";"PEF přízemí č.dv. 11";"9:00";"11";"10";"50764";"50474"
"22";"1356";"true";"Obhajoba projektu";"1379";"-1";"2003-01-14 00:00:00.0";"PEF přízemí č.dv. 11";"9:00";"11";"10";"50764";"50474"
"23";"1356";"true";"Obhajoba projektu";"1746";"-1";"2003-01-14 00:00:00.0";"PEF přízemí č.dv. 11";"9:00";"11";"10";"50764";"50474"
"24";"1356";"true";"Obhajoba projektu";"1097";"-1";"2003-01-14 00:00:00.0";"PEF přízemí č.dv. 11";"9:00";"11";"10";"50764";"50474"
"25";"1356";"true";"Obhajoba projektu";"1377";"-1";"2003-01-14 00:00:00.0";"PEF přízemí č.dv. 11";"9:00";"11";"10";"50764";"50474"
"26";"1356";"true";"Obhajoba projektu";"1281";"-1";"2003-01-30 00:00:00.0";"č. dv. 11";"9:00";"11";"10";"50764";"50474"
"27";"1356";"true";"Obhajoba projektu";"1373";"-1";"2003-01-30 00:00:00.0";"č. dv. 11";"9:00";"11";"10";"50764";"50474"
"28";"1356";"true";"Obhajoba projektu";"1371";"-1";"2003-01-30 00:00:00.0";"č. dv. 11";"9:00";"11";"10";"50764";"50474"
"29";"1356";"true";"Obhajoba projektu";"1176";"-1";"2003-01-30 00:00:00.0";"č. dv. 11";"9:00";"11";"10";"50764";"50474"
"30";"1356";"true";"Obhajoba práce.";"258";"-1";"2002-12-10 00:00:00.0";"č. dv. 11";"9:00";"11";"-1";"50764";""
